    0 val 1:10.84957 | 2:10.85946 | 3:10.83371
  463 train 1:6.47770 | 2:7.34162 | 3:7.46643
  464 train 1:6.63500 | 2:7.45159 | 3:7.46400
  465 train 1:6.28593 | 2:7.18561 | 3:7.39553
  466 train 1:6.53367 | 2:7.36959 | 3:7.56075
  467 train 1:6.62499 | 2:7.45623 | 3:7.59797
  468 train 1:7.12595 | 2:7.83627 | 3:7.86722
  469 train 1:6.32922 | 2:7.18666 | 3:7.29467
  470 train 1:6.74507 | 2:7.55094 | 3:7.59867
  471 train 1:6.49200 | 2:7.31107 | 3:7.45521
  472 train 1:6.34841 | 2:7.25144 | 3:7.39286
  473 train 1:6.68748 | 2:7.51132 | 3:7.63013
  474 train 1:6.44251 | 2:7.26199 | 3:7.37493
  475 train 1:6.80490 | 2:7.52574 | 3:7.60818
  476 train 1:6.35161 | 2:7.21352 | 3:7.41428
  477 train 1:6.35570 | 2:7.22526 | 3:7.39242
  478 train 1:6.41845 | 2:7.32152 | 3:7.49420
  479 train 1:6.32149 | 2:7.14113 | 3:7.16472
  480 train 1:6.67557 | 2:7.44133 | 3:7.51484
  481 train 1:6.44046 | 2:7.27551 | 3:7.35520
  482 train 1:6.38988 | 2:7.21865 | 3:7.36985
  483 train 1:6.30415 | 2:7.18941 | 3:7.33457
  484 train 1:6.35218 | 2:7.27376 | 3:7.43986
  485 train 1:6.16091 | 2:7.06863 | 3:7.20692
  486 train 1:6.22856 | 2:7.11796 | 3:7.25401
  487 train 1:6.22254 | 2:7.13187 | 3:7.28717
  488 train 1:6.30884 | 2:7.18411 | 3:7.29665
  489 train 1:6.20365 | 2:7.11088 | 3:7.32031
  490 train 1:6.57556 | 2:7.40549 | 3:7.53105
  491 train 1:6.37277 | 2:7.28737 | 3:7.43154
  492 train 1:6.23510 | 2:7.12001 | 3:7.27274
  493 train 1:6.19846 | 2:7.11764 | 3:7.28081
  494 train 1:6.56803 | 2:7.41462 | 3:7.51155
  495 train 1:6.26748 | 2:7.16354 | 3:7.35024
  496 train 1:6.14856 | 2:7.04712 | 3:7.23095
  497 train 1:6.21680 | 2:7.12617 | 3:7.26236
  498 train 1:6.26565 | 2:7.16172 | 3:7.34056
  499 train 1:6.20571 | 2:7.11150 | 3:7.25546
  500 val 1:6.44698 | 2:7.25192 | 3:7.42668
  500 train 1:6.31481 | 2:7.19799 | 3:7.36960
  501 train 1:6.14174 | 2:7.05842 | 3:7.24781
  502 train 1:6.38722 | 2:7.34259 | 3:7.51297
  503 train 1:5.97866 | 2:6.91854 | 3:7.11423
  504 train 1:6.23653 | 2:7.15673 | 3:7.28264
  505 train 1:6.18039 | 2:7.06202 | 3:7.21273
  506 train 1:6.64793 | 2:7.44878 | 3:7.51350
  507 train 1:6.28466 | 2:7.09304 | 3:7.22201
  508 train 1:6.00367 | 2:6.94704 | 3:7.15577
  509 train 1:6.25204 | 2:7.13501 | 3:7.30810
  510 train 1:6.33453 | 2:7.16842 | 3:7.22614
  511 train 1:6.26725 | 2:7.17811 | 3:7.31539
  512 train 1:6.41300 | 2:7.29935 | 3:7.45336
  513 train 1:6.40037 | 2:7.29093 | 3:7.42241
  514 train 1:6.16668 | 2:7.04026 | 3:7.20869
  515 train 1:6.43919 | 2:7.32036 | 3:7.45316
  516 train 1:6.30623 | 2:7.17646 | 3:7.32411
  517 train 1:6.32546 | 2:7.19888 | 3:7.37577
  518 train 1:6.39423 | 2:7.30129 | 3:7.43497
  519 train 1:6.37307 | 2:7.28224 | 3:7.37915
  520 train 1:6.43391 | 2:7.14648 | 3:7.17934
  521 train 1:6.18953 | 2:7.06222 | 3:7.21360
  522 train 1:6.41809 | 2:7.28250 | 3:7.48910
  523 train 1:6.48610 | 2:7.39042 | 3:7.45840
  524 train 1:6.26724 | 2:7.18796 | 3:7.35905
  525 train 1:6.33666 | 2:7.28504 | 3:7.44767
  526 train 1:6.55407 | 2:7.45293 | 3:7.55002
  527 train 1:6.15947 | 2:7.11769 | 3:7.28964
  528 train 1:6.44294 | 2:7.30058 | 3:7.41860
  529 train 1:6.13536 | 2:7.05137 | 3:7.28784
  530 train 1:6.21059 | 2:7.06008 | 3:7.17639
  531 train 1:6.49943 | 2:7.32012 | 3:7.40999
  532 train 1:6.74696 | 2:7.59429 | 3:7.61165
  533 train 1:6.15606 | 2:7.11781 | 3:7.36147
  534 train 1:6.18412 | 2:7.11029 | 3:7.30351
  535 train 1:6.33555 | 2:7.22662 | 3:7.37277
  536 train 1:6.35247 | 2:7.26584 | 3:7.47914
  537 train 1:6.13616 | 2:7.01107 | 3:7.18492
  538 train 1:5.97023 | 2:6.89603 | 3:7.13860
  539 train 1:6.14966 | 2:7.09252 | 3:7.30352
  540 train 1:6.17580 | 2:6.99268 | 3:7.12766
  541 train 1:6.13142 | 2:7.06489 | 3:7.22679
  542 train 1:6.34712 | 2:7.28993 | 3:7.48986
  543 train 1:6.18050 | 2:7.08051 | 3:7.23569
  544 train 1:6.13180 | 2:7.09304 | 3:7.31789
  545 train 1:6.16187 | 2:7.14959 | 3:7.33180
  546 train 1:6.10182 | 2:6.98687 | 3:7.13694
  547 train 1:6.06036 | 2:7.02966 | 3:7.27377
  548 train 1:5.99566 | 2:6.95376 | 3:7.11589
  549 train 1:6.25638 | 2:7.16006 | 3:7.33302
  550 train 1:6.04259 | 2:6.97372 | 3:7.18991
  551 train 1:6.47980 | 2:7.41826 | 3:7.57124
  552 train 1:5.93517 | 2:6.84247 | 3:7.02099
  553 train 1:6.24738 | 2:7.15599 | 3:7.30171
  554 train 1:5.96751 | 2:6.92745 | 3:7.12142
  555 train 1:6.38399 | 2:7.16991 | 3:7.32223
  556 train 1:5.94902 | 2:6.89012 | 3:7.05880
  557 train 1:6.41387 | 2:7.28890 | 3:7.43480
  558 train 1:6.34491 | 2:7.20948 | 3:7.28591
  559 train 1:6.14753 | 2:7.09243 | 3:7.30955
  560 train 1:6.56370 | 2:7.47037 | 3:7.54501
  561 train 1:6.03840 | 2:6.98785 | 3:7.19176
  562 train 1:6.38836 | 2:7.27597 | 3:7.43268
  563 train 1:6.21154 | 2:7.12055 | 3:7.24660
  564 train 1:6.16257 | 2:7.06285 | 3:7.23910
  565 train 1:6.36518 | 2:7.26501 | 3:7.34220
  566 train 1:6.34770 | 2:7.30477 | 3:7.42862
  567 train 1:6.05066 | 2:7.01177 | 3:7.22282
  568 train 1:6.09553 | 2:7.02069 | 3:7.20081
  569 train 1:6.05334 | 2:6.97963 | 3:7.19877
  570 train 1:6.08068 | 2:7.00928 | 3:7.17830
  571 train 1:6.18492 | 2:7.11951 | 3:7.31777
  572 train 1:5.92197 | 2:6.84860 | 3:7.02854
  573 train 1:6.00974 | 2:6.96820 | 3:7.17621
  574 train 1:5.98155 | 2:6.96199 | 3:7.18106
  575 train 1:6.21839 | 2:7.14269 | 3:7.35814
  576 train 1:6.00252 | 2:6.96583 | 3:7.17594
  577 train 1:6.07441 | 2:7.01920 | 3:7.24271
  578 train 1:6.08073 | 2:7.04290 | 3:7.23301
  579 train 1:6.19581 | 2:7.08337 | 3:7.28849
  580 train 1:6.04942 | 2:7.02077 | 3:7.15605
  581 train 1:6.15440 | 2:7.05201 | 3:7.26432
  582 train 1:6.04244 | 2:7.02846 | 3:7.23898
  583 train 1:6.03166 | 2:6.95244 | 3:7.13600
  584 train 1:5.98326 | 2:6.94127 | 3:7.21644
  585 train 1:5.97999 | 2:6.87809 | 3:7.07992
  586 train 1:6.21360 | 2:7.15061 | 3:7.35795
  587 train 1:6.32860 | 2:7.18734 | 3:7.39119
  588 train 1:6.01825 | 2:6.98905 | 3:7.20491
  589 train 1:5.88291 | 2:6.81900 | 3:7.09448
  590 train 1:6.35313 | 2:7.25910 | 3:7.47935
  591 train 1:6.10282 | 2:7.07085 | 3:7.26830
  592 train 1:6.11397 | 2:7.06352 | 3:7.23366
  593 train 1:6.01345 | 2:6.94058 | 3:7.17912
  594 train 1:6.04229 | 2:7.00353 | 3:7.24829
  595 train 1:5.89733 | 2:6.84203 | 3:7.09260
  596 train 1:5.94856 | 2:6.86540 | 3:7.10522
  597 train 1:5.97892 | 2:6.96535 | 3:7.19939
  598 train 1:5.98613 | 2:6.94644 | 3:7.15398
  599 train 1:6.21206 | 2:7.11901 | 3:7.32840
  600 train 1:5.55333 | 2:6.53486 | 3:6.79765
  601 train 1:5.94126 | 2:6.93769 | 3:7.17379
  602 train 1:6.07302 | 2:7.03505 | 3:7.23456
  603 train 1:6.14434 | 2:7.07632 | 3:7.26810
  604 train 1:5.98101 | 2:6.92359 | 3:7.12477
  605 train 1:6.05510 | 2:6.98941 | 3:7.14846
  606 train 1:6.05202 | 2:6.99122 | 3:7.21124
  607 train 1:6.19398 | 2:7.07917 | 3:7.25168
  608 train 1:6.20891 | 2:7.17371 | 3:7.37768
  609 train 1:6.46674 | 2:7.37917 | 3:7.42705
  610 train 1:6.15976 | 2:7.11281 | 3:7.32671
  611 train 1:6.15064 | 2:7.07638 | 3:7.26496
  612 train 1:6.19605 | 2:7.10415 | 3:7.31221
  613 train 1:6.19119 | 2:7.06877 | 3:7.28056
  614 train 1:6.13489 | 2:7.07036 | 3:7.30211
  615 train 1:5.96734 | 2:6.94076 | 3:7.19308
  616 train 1:6.10417 | 2:7.06691 | 3:7.30814
  617 train 1:5.98042 | 2:6.91973 | 3:7.21191
  618 train 1:6.09863 | 2:7.02365 | 3:7.20544
  619 train 1:6.06600 | 2:7.06991 | 3:7.19046
  620 train 1:6.11177 | 2:7.04355 | 3:7.23246
  621 train 1:6.17920 | 2:7.07702 | 3:7.24849
  622 train 1:6.22345 | 2:7.19454 | 3:7.38521
  623 train 1:6.03638 | 2:7.00771 | 3:7.20827
  624 train 1:6.00824 | 2:6.97294 | 3:7.20885
  625 train 1:6.05839 | 2:6.98837 | 3:7.20797
  626 train 1:5.91698 | 2:6.89515 | 3:7.14973
  627 train 1:5.94501 | 2:6.91945 | 3:7.15091
  628 train 1:5.20806 | 2:6.14386 | 3:6.44268
  629 train 1:5.99206 | 2:6.95113 | 3:7.17522
  630 train 1:5.70820 | 2:6.72648 | 3:7.00276
  631 train 1:6.06640 | 2:7.03584 | 3:7.21657
  632 train 1:5.95210 | 2:6.91504 | 3:7.12441
  633 train 1:6.25136 | 2:7.21167 | 3:7.38234
  634 train 1:5.94376 | 2:6.91779 | 3:7.20192
  635 train 1:5.99320 | 2:6.92658 | 3:7.18997
  636 train 1:6.33381 | 2:7.25898 | 3:7.43449
  637 train 1:5.77577 | 2:6.80118 | 3:7.01929
  638 train 1:5.65658 | 2:6.63806 | 3:6.85926
  639 train 1:5.79573 | 2:6.76004 | 3:7.03741
  640 train 1:5.74609 | 2:6.73463 | 3:7.00043
  641 train 1:6.12396 | 2:6.93363 | 3:7.12074
  642 train 1:5.75458 | 2:6.70928 | 3:6.97977
  643 train 1:5.90499 | 2:6.84842 | 3:7.07655
  644 train 1:5.80090 | 2:6.76417 | 3:7.06454
  645 train 1:5.93875 | 2:6.89304 | 3:7.14919
  646 train 1:5.69645 | 2:6.68812 | 3:6.90300
  647 train 1:5.91852 | 2:6.91999 | 3:7.19382
  648 train 1:6.02150 | 2:7.00879 | 3:7.30465
  649 train 1:5.86198 | 2:6.80795 | 3:7.04175
  650 train 1:6.01689 | 2:6.97649 | 3:7.20100
  651 train 1:6.06354 | 2:7.00013 | 3:7.21214
  652 train 1:6.10235 | 2:6.92656 | 3:7.08567
  653 train 1:6.10097 | 2:7.01469 | 3:7.20076
  654 train 1:6.05861 | 2:7.01930 | 3:7.21759
  655 train 1:5.96846 | 2:6.95030 | 3:7.15386
  656 train 1:6.08277 | 2:7.03799 | 3:7.33439
  657 train 1:5.90239 | 2:6.86602 | 3:7.13129
  658 train 1:5.83823 | 2:6.74138 | 3:6.91866
  659 train 1:6.15485 | 2:7.07563 | 3:7.34097
  660 train 1:5.92948 | 2:6.90651 | 3:7.13110
  661 train 1:5.99660 | 2:6.89172 | 3:7.13915
  662 train 1:5.77867 | 2:6.74901 | 3:6.99133
  663 train 1:5.88782 | 2:6.82420 | 3:7.06790
  664 train 1:5.84832 | 2:6.83790 | 3:7.11441
  665 train 1:5.84444 | 2:6.81212 | 3:7.09662
  666 train 1:5.93351 | 2:6.85820 | 3:7.04417
  667 train 1:5.92056 | 2:6.92016 | 3:7.12284
  668 train 1:5.97311 | 2:6.91062 | 3:7.12579
  669 train 1:6.03228 | 2:6.97424 | 3:7.17428
  670 train 1:5.80752 | 2:6.76279 | 3:6.99939
  671 train 1:5.83317 | 2:6.82158 | 3:7.03907
  672 train 1:5.66298 | 2:6.59312 | 3:6.87828
  673 train 1:5.91427 | 2:6.89763 | 3:7.16773
  674 train 1:6.05795 | 2:6.99528 | 3:7.30015
  675 train 1:5.87963 | 2:6.84402 | 3:7.14384
  676 train 1:5.83282 | 2:6.76902 | 3:6.99940
  677 train 1:6.02575 | 2:6.96691 | 3:7.18476
  678 train 1:5.91872 | 2:6.88232 | 3:7.11469
  679 train 1:5.92775 | 2:6.86772 | 3:7.07846
  680 train 1:5.90167 | 2:6.85769 | 3:7.08554
  681 train 1:6.08777 | 2:7.02804 | 3:7.29126
  682 train 1:5.79717 | 2:6.74404 | 3:7.02388
  683 train 1:5.90797 | 2:6.88354 | 3:7.14600
  684 train 1:5.59986 | 2:6.59808 | 3:6.86568
  685 train 1:5.77199 | 2:6.78549 | 3:7.06174
  686 train 1:5.72522 | 2:6.78053 | 3:7.06166
  687 train 1:5.89755 | 2:6.87586 | 3:7.18690
  688 train 1:5.84173 | 2:6.87450 | 3:7.13436
  689 train 1:5.68910 | 2:6.70011 | 3:7.00649
  690 train 1:5.82300 | 2:6.79054 | 3:7.09559
  691 train 1:5.82215 | 2:6.79871 | 3:7.06914
  692 train 1:5.82550 | 2:6.78872 | 3:7.06777
  693 train 1:5.71861 | 2:6.68004 | 3:7.00140
  694 train 1:5.68925 | 2:6.66428 | 3:7.03922
  695 train 1:6.29566 | 2:7.06862 | 3:7.26623
  696 train 1:5.85917 | 2:6.87240 | 3:7.18513
  697 train 1:6.82092 | 2:7.59752 | 3:7.83227
  698 train 1:6.26084 | 2:7.20802 | 3:7.46864
  699 train 1:6.35162 | 2:7.29064 | 3:7.53355
  700 train 1:5.99496 | 2:6.91685 | 3:7.19193
  701 train 1:5.89396 | 2:6.82782 | 3:7.11007
  702 train 1:6.15556 | 2:7.05425 | 3:7.29952
  703 train 1:5.74713 | 2:6.75264 | 3:7.07291
  704 train 1:5.95067 | 2:6.91910 | 3:7.17089
  705 train 1:6.03282 | 2:7.04467 | 3:7.25178
  706 train 1:5.98893 | 2:6.95485 | 3:7.19747
  707 train 1:5.83865 | 2:6.82033 | 3:7.08388
  708 train 1:5.77781 | 2:6.78291 | 3:7.05239
  709 train 1:5.78686 | 2:6.77208 | 3:7.07687
  710 train 1:5.94997 | 2:6.89107 | 3:7.15207
  711 train 1:5.64998 | 2:6.64622 | 3:6.94559
  712 train 1:5.78773 | 2:6.83726 | 3:7.12143
  713 train 1:5.56467 | 2:6.55684 | 3:6.92176
  714 train 1:5.78973 | 2:6.78133 | 3:7.13274
  715 train 1:5.69708 | 2:6.70902 | 3:6.98649
  716 train 1:5.86860 | 2:6.85562 | 3:7.08926
  717 train 1:5.66778 | 2:6.66200 | 3:6.98604
  718 train 1:5.80674 | 2:6.76224 | 3:7.05653
  719 train 1:5.71812 | 2:6.76437 | 3:7.09306
  720 train 1:5.72523 | 2:6.72774 | 3:7.03951
  721 train 1:5.42325 | 2:6.40373 | 3:6.70424
  722 train 1:5.93731 | 2:6.75207 | 3:7.03240
  723 train 1:5.85404 | 2:6.85266 | 3:7.12747
  724 train 1:5.79270 | 2:6.75737 | 3:7.03876
  725 train 1:5.94669 | 2:6.95138 | 3:7.23331
  726 train 1:5.69207 | 2:6.66722 | 3:6.97456
  727 train 1:5.68900 | 2:6.71057 | 3:7.05469
  728 train 1:5.89508 | 2:6.84248 | 3:7.13764
  729 train 1:5.85673 | 2:6.82740 | 3:7.11586
  730 train 1:5.77269 | 2:6.76197 | 3:7.03135
  731 train 1:5.66505 | 2:6.68602 | 3:6.96468
  732 train 1:5.66766 | 2:6.60446 | 3:6.91237
  733 train 1:5.44652 | 2:6.47373 | 3:6.79989
  734 train 1:5.71275 | 2:6.78850 | 3:7.11084
  735 train 1:5.61822 | 2:6.61481 | 3:6.95719
  736 train 1:5.60036 | 2:6.59672 | 3:6.91996
  737 train 1:5.86606 | 2:6.86622 | 3:7.17854
  738 train 1:5.62742 | 2:6.64008 | 3:6.97015
  739 train 1:5.73661 | 2:6.74272 | 3:7.05069
  740 train 1:5.56299 | 2:6.58759 | 3:6.92471
  741 train 1:5.79866 | 2:6.76405 | 3:7.04354
  742 train 1:5.32234 | 2:6.34775 | 3:6.71278
  743 train 1:5.81306 | 2:6.77713 | 3:7.08635
  744 train 1:5.82045 | 2:6.82782 | 3:7.16315
  745 train 1:5.64701 | 2:6.69405 | 3:7.00364
  746 train 1:6.07563 | 2:7.04174 | 3:7.27664
  747 train 1:5.81635 | 2:6.80075 | 3:7.08814
  748 train 1:5.86899 | 2:6.82430 | 3:7.11779
  749 train 1:5.62617 | 2:6.60818 | 3:6.88419
  750 val 1:5.81725 | 2:6.79345 | 3:7.10022
  750 train 1:5.52219 | 2:6.52405 | 3:6.86265
  751 train 1:5.70500 | 2:6.68385 | 3:7.02032
  752 train 1:5.71140 | 2:6.68629 | 3:7.02419
  753 train 1:5.77653 | 2:6.78982 | 3:7.13819
  754 train 1:5.77243 | 2:6.77232 | 3:7.08444
  755 train 1:5.74829 | 2:6.78005 | 3:7.05286
  756 train 1:5.76336 | 2:6.77058 | 3:7.07316
  757 train 1:5.78851 | 2:6.79973 | 3:7.12945
  758 train 1:5.71072 | 2:6.73784 | 3:7.11364
  759 train 1:5.68226 | 2:6.66633 | 3:6.97451
  760 train 1:5.79326 | 2:6.82392 | 3:7.07394
  761 train 1:5.55595 | 2:6.62056 | 3:6.94678
  762 train 1:5.79733 | 2:6.82940 | 3:7.11694
  763 train 1:5.87410 | 2:6.79081 | 3:7.08521
  764 train 1:6.04464 | 2:7.07231 | 3:7.37746
  765 train 1:5.79645 | 2:6.78697 | 3:7.11296
  766 train 1:5.76365 | 2:6.75053 | 3:7.06002
  767 train 1:5.65723 | 2:6.70741 | 3:7.08997
  768 train 1:5.53908 | 2:6.58322 | 3:6.92581
  769 train 1:5.77421 | 2:6.77386 | 3:7.10291
  770 train 1:5.39872 | 2:6.41100 | 3:6.76275
  771 train 1:5.56637 | 2:6.62562 | 3:6.92066
  772 train 1:5.62481 | 2:6.66655 | 3:7.03546
  773 train 1:5.57596 | 2:6.59377 | 3:6.94878
  774 train 1:5.61068 | 2:6.58702 | 3:6.94907
  775 train 1:5.46545 | 2:6.46965 | 3:6.77780
  776 train 1:5.72746 | 2:6.74676 | 3:7.03973
  777 train 1:5.52689 | 2:6.54562 | 3:6.89212
  778 train 1:5.51461 | 2:6.56917 | 3:6.94600
  779 train 1:5.65871 | 2:6.71168 | 3:7.01848
  780 train 1:5.56803 | 2:6.46180 | 3:6.66916
  781 train 1:5.57987 | 2:6.60435 | 3:6.98598
  782 train 1:5.34419 | 2:6.37065 | 3:6.76561
  783 train 1:5.42235 | 2:6.39343 | 3:6.71144
  784 train 1:5.30482 | 2:6.36479 | 3:6.72210
  785 train 1:5.39724 | 2:6.47905 | 3:6.87393
  786 train 1:5.57298 | 2:6.58876 | 3:6.91415
  787 train 1:5.64347 | 2:6.66718 | 3:7.04344
  788 train 1:5.68220 | 2:6.69833 | 3:7.01015
  789 train 1:6.35299 | 2:7.28591 | 3:7.55395
  790 train 1:5.54359 | 2:6.60076 | 3:6.95029
  791 train 1:5.70776 | 2:6.79877 | 3:7.15471
  792 train 1:5.59336 | 2:6.62741 | 3:6.96046
  793 train 1:5.61832 | 2:6.65962 | 3:6.99522
  794 train 1:5.59282 | 2:6.57570 | 3:6.91265
  795 train 1:5.51127 | 2:6.58750 | 3:6.95694
  796 train 1:5.58400 | 2:6.64366 | 3:7.00124
  797 train 1:5.52808 | 2:6.56888 | 3:6.98947
  798 train 1:5.71805 | 2:6.75647 | 3:7.07545
  799 train 1:6.11382 | 2:7.37798 | 3:8.89336
  800 train 1:5.64899 | 2:6.70558 | 3:7.05817
  801 train 1:5.76193 | 2:6.79878 | 3:7.11841
  802 train 1:6.08399 | 2:6.85617 | 3:6.99316
  803 train 1:5.67398 | 2:6.73214 | 3:7.05876
  804 train 1:5.54094 | 2:6.56627 | 3:6.88666
  805 train 1:5.75739 | 2:6.78418 | 3:7.12146
  806 train 1:5.51534 | 2:6.56567 | 3:6.92137
  807 train 1:5.63132 | 2:6.66171 | 3:6.99246
  808 train 1:5.72393 | 2:6.74021 | 3:7.08051
  809 train 1:5.57581 | 2:6.60355 | 3:6.96227
  810 train 1:5.80084 | 2:6.82233 | 3:7.13378
  811 train 1:5.59925 | 2:6.63968 | 3:6.94432
  812 train 1:5.61477 | 2:6.61974 | 3:6.91701
  813 train 1:5.56815 | 2:6.61193 | 3:7.00420
  814 train 1:5.54448 | 2:6.59439 | 3:6.94894
  815 train 1:5.66904 | 2:6.70346 | 3:7.03092
  816 train 1:5.45178 | 2:6.46499 | 3:6.80425
  817 train 1:5.65120 | 2:6.72854 | 3:7.11565
  818 train 1:5.66916 | 2:6.73213 | 3:7.06388
  819 train 1:5.68392 | 2:6.70446 | 3:7.01859
  820 train 1:5.45079 | 2:6.48994 | 3:6.83199
  821 train 1:5.39169 | 2:6.43030 | 3:6.81776
  822 train 1:6.06165 | 2:6.88658 | 3:7.13821
  823 train 1:5.62884 | 2:6.68879 | 3:6.99241
  824 train 1:5.45901 | 2:6.52352 | 3:6.91710
  825 train 1:5.32256 | 2:6.34727 | 3:6.75797
  826 train 1:5.50511 | 2:6.58859 | 3:6.95804
  827 train 1:5.61262 | 2:6.65543 | 3:7.01153
  828 train 1:5.60753 | 2:6.63408 | 3:6.97408
  829 train 1:5.56088 | 2:6.58355 | 3:6.94998
  830 train 1:5.51863 | 2:6.57689 | 3:6.93743
  831 train 1:5.51469 | 2:6.56913 | 3:6.93298
  832 train 1:5.39231 | 2:6.46656 | 3:6.84951
  833 train 1:5.44470 | 2:6.53664 | 3:6.91768
  834 train 1:5.22846 | 2:6.30877 | 3:6.70458
  835 train 1:5.59578 | 2:6.65801 | 3:6.99677
  836 train 1:5.57891 | 2:6.64511 | 3:6.97053
  837 train 1:5.55881 | 2:6.61385 | 3:6.95572
  838 train 1:5.35585 | 2:6.38760 | 3:6.77657
  839 train 1:5.51986 | 2:6.54294 | 3:6.93505
  840 train 1:5.48700 | 2:6.36728 | 3:6.62184
  841 train 1:5.47095 | 2:6.46732 | 3:6.82331
  842 train 1:5.59495 | 2:6.65920 | 3:7.04078
  843 train 1:5.54848 | 2:6.58162 | 3:6.92498
  844 train 1:5.50824 | 2:6.56375 | 3:6.89063
  845 train 1:5.63553 | 2:6.72669 | 3:7.08227
  846 train 1:5.51409 | 2:6.54258 | 3:6.92130
  847 train 1:5.44001 | 2:6.50408 | 3:6.89045
  848 train 1:5.38590 | 2:6.46509 | 3:6.87467
  849 train 1:5.49309 | 2:6.53609 | 3:6.88061
  850 train 1:5.25448 | 2:6.37584 | 3:6.77553
  851 train 1:5.38188 | 2:6.42318 | 3:6.80777
  852 train 1:5.53712 | 2:6.39598 | 3:6.73422
  853 train 1:5.40750 | 2:6.44034 | 3:6.87070
  854 train 1:5.50383 | 2:6.55465 | 3:6.90893
  855 train 1:5.54267 | 2:6.64975 | 3:7.02641
  856 train 1:5.46537 | 2:6.50383 | 3:6.87413
  857 train 1:5.68219 | 2:6.68202 | 3:7.08098
  858 train 1:5.68279 | 2:6.70643 | 3:7.06659
  859 train 1:5.41263 | 2:6.43874 | 3:6.86284
  860 train 1:5.45874 | 2:6.51645 | 3:6.89648
  861 train 1:5.36129 | 2:6.43270 | 3:6.84746
  862 train 1:5.48781 | 2:6.61129 | 3:7.00811
  863 train 1:5.28461 | 2:6.39814 | 3:6.81699
  864 train 1:5.37816 | 2:6.37037 | 3:6.70490
  865 train 1:5.42130 | 2:6.62573 | 3:7.03038
  866 train 1:5.41903 | 2:6.40689 | 3:6.81579
  867 train 1:5.38614 | 2:6.62627 | 3:6.97409
  868 train 1:5.30837 | 2:6.45273 | 3:6.83956
  869 train 1:5.33168 | 2:6.47359 | 3:6.82520
  870 train 1:5.27975 | 2:6.40807 | 3:6.73341
  871 train 1:5.38148 | 2:6.47152 | 3:6.85839
  872 train 1:5.19887 | 2:6.26954 | 3:6.66509
  873 train 1:5.39735 | 2:6.47831 | 3:6.87443
  874 train 1:5.29383 | 2:6.39512 | 3:6.84182
  875 train 1:5.32542 | 2:6.40226 | 3:6.82396
  876 train 1:5.14931 | 2:6.25420 | 3:6.69388
  877 train 1:5.25812 | 2:6.37077 | 3:6.82936
  878 train 1:5.35536 | 2:6.39081 | 3:6.78815
  879 train 1:5.21373 | 2:6.28205 | 3:6.70462
  880 train 1:5.41198 | 2:6.44517 | 3:6.80951
  881 train 1:5.44884 | 2:6.44990 | 3:6.78376
  882 train 1:5.43695 | 2:6.53108 | 3:6.92891
  883 train 1:5.43139 | 2:6.46831 | 3:6.80441
  884 train 1:5.35883 | 2:6.46352 | 3:6.88414
  885 train 1:5.51566 | 2:6.58131 | 3:6.95788
  886 train 1:5.23420 | 2:6.30002 | 3:6.67331
  887 train 1:5.30763 | 2:6.39213 | 3:6.77135
  888 train 1:5.31229 | 2:6.36953 | 3:6.75640
  889 train 1:5.47949 | 2:6.57167 | 3:6.99250
  890 train 1:5.65717 | 2:6.72639 | 3:7.07774
  891 train 1:5.40650 | 2:6.44336 | 3:6.82326
  892 train 1:5.31560 | 2:6.34111 | 3:6.67760
  893 train 1:5.31843 | 2:6.44087 | 3:6.77994
  894 train 1:5.15732 | 2:6.25441 | 3:6.68192
  895 train 1:5.30067 | 2:6.41961 | 3:6.82493
  896 train 1:5.39153 | 2:6.51069 | 3:6.90981
  897 train 1:5.15369 | 2:6.29803 | 3:6.67480
  898 train 1:5.61690 | 2:6.65222 | 3:6.97766
  899 train 1:5.58686 | 2:6.65763 | 3:7.02767
  900 train 1:5.28461 | 2:6.36565 | 3:6.77858
  901 train 1:5.40794 | 2:6.47772 | 3:6.86377
  902 train 1:5.41416 | 2:6.55512 | 3:6.93424
  903 train 1:5.33367 | 2:6.47202 | 3:6.86528
  904 train 1:4.89508 | 2:5.66717 | 3:6.11746
  905 train 1:5.21168 | 2:6.27199 | 3:6.67622
  906 train 1:5.51653 | 2:6.62391 | 3:6.98226
  907 train 1:5.32130 | 2:6.44489 | 3:6.87944
  908 train 1:5.30708 | 2:6.43578 | 3:6.85142
  909 train 1:5.21087 | 2:6.34649 | 3:6.75975
  910 train 1:5.33470 | 2:6.43026 | 3:6.81928
  911 train 1:5.64917 | 2:6.82420 | 3:7.21486
  912 train 1:5.36964 | 2:6.48084 | 3:6.90478
  913 train 1:5.42301 | 2:6.52646 | 3:6.92794
  914 train 1:5.18617 | 2:6.28819 | 3:6.72509
  915 train 1:5.31119 | 2:6.40388 | 3:6.79008
  916 train 1:5.34042 | 2:6.49348 | 3:6.90230
  917 train 1:5.18686 | 2:6.25798 | 3:6.67370
  918 train 1:5.39533 | 2:6.47671 | 3:6.86955
  919 train 1:5.08825 | 2:6.24289 | 3:6.67985
  920 train 1:5.16542 | 2:6.28575 | 3:6.74010
  921 train 1:5.24722 | 2:6.37896 | 3:6.81085
  922 train 1:5.45292 | 2:6.56682 | 3:6.93836
  923 train 1:5.16733 | 2:6.28506 | 3:6.73769
  924 train 1:5.11698 | 2:6.29763 | 3:6.73625
  925 train 1:5.14350 | 2:6.27367 | 3:6.65507
